fips2010,fips2000,areaname22,name,msa22,fmr22_2,fmr22,msa21,fmr21_2,fmr21,msa20,fmr20_2,fmr20,msa19,fmr19_2,fmr19,msa18,fmr18_2,fmr18,msa17,fmr17_2,fmr17,msa16,fmr16_2,fmr16,msa15,fmr15_2,fmr15,msa14,fmr14_2,fmr14,msa13,fmr13_2,fmr13,msa12,fmr12_2,fmr12,msa11,fmr11_2,fmr11,msa10,fmr10_2,fmr10,msa09,fmr09_2,fmr09,msa08,fmr08_2,fmr08,msa07,fmr07_2,fmr07,msa06,fmr06_2,fmr06,msa05,fmr05_2,fmr05,msa04,fmr04_2,fmr04,msa03,fmr03_2,fmr03,msa02,fmr02_2,fmr02,msa01,fmr01_2,fmr01,msa00,fmr00_2,fmr00,msa99,fmr99_2,fmr99,msa98,fmr98_2,fmr98,msa97,fmr97_2,fmr97,msa96,fmr96_2,fmr96,msa95,fmr95_2,fmr95,msa94,fmr94_2,fmr94,msa93,fmr93_2,fmr93,msa92,fmr92_2,fmr92,msa91,fmr91_2,fmr91,msa90,fmr90_2,fmr90,msa89,fmr89_2,fmr89,msa88,fmr88_2,fmr88,msa87,fmr87_2,fmr87,msa86,fmr86_2,fmr86,msa85,fmr85_2,fmr85,msa83,fmr83_2,fmr83,cbsasub,areaname,state,cousub,county,pop2010,census_region,pop2017,pop2000
3402799999,3402799999,"Newark, NJ HUD Metro FMR Area",Morris County,METRO35620MM5640,1479,40,METRO35620MM5640,1643,40,METRO35620MM5640,1483,40,METRO35620MM5640,1447,40,METRO35620MM5640,1314,40,METRO35620MM5640,1288,40,METRO35620MM5640,1324,40,METRO35620MM5640,1269,40,METRO35620MM5640,1265,40,METRO35620MM5640,1202,40,METRO35620MM5640,1289,40,METRO35620MM5640,1233,40,METRO35620MM5640,1279,40,METRO35620MM5640,1213,40,METRO35620MM5640,1103,40,METRO35620MM5640,1063,40,METRO35620MM5640,1004,40,5640,1020,50,5640,987,50,5640,949,50,5640,913,50,5640,936,50,5640,846,40,5640,820,40,5640,829,40,5640,806,40,5640,786,40,5640,828,40,5640,840,45,5640,765,45,5640,740,45,5640,701,45,5640,665,45,5640,634,45,5640,563,45,5640,530,45,5640,495,45,5640,450,45,5640,410,45,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",34,99999,27,492276,1,498845,470212
3402999999,3402999999,"Monmouth-Ocean, NJ HUD Metro FMR Area",Ocean County,METRO35620MM5190,1558,40,METRO35620MM5190,1652,40,METRO35620MM5190,1639,40,METRO35620MM5190,1479,40,METRO35620MM5190,1461,40,METRO35620MM5190,1484,40,METRO35620MM5190,1417,40,METRO35620MM5190,1373,40,METRO35620MM5190,1345,40,METRO35620MM5190,1410,40,METRO35620MM5190,1417,40,METRO35620MM5190,1339,40,METRO35620MM5190,1271,40,METRO35620MM5190,1263,40,METRO35620MM5190,1251,40,METRO35620MM5190,1170,40,METRO35620M35620,1133,40,5190,1057,40,5190,1013,40,5190,976,40,5190,978,40,5190,933,40,5190,906,40,5190,879,40,5190,851,40,5190,827,40,5190,807,40,5190,859,40,5190,862,45,5190,767,45,5190,742,45,5190,703,45,5190,667,45,5190,636,45,5190,602,45,5190,567,45,5190,530,45,5190,462,45,5190,445,45,METRO35620MM5190,"Monmouth-Ocean, NJ HUD Metro FMR Area",34,99999,29,576567,1,589700,510916
3403199999,3403199999,"Bergen-Passaic, NJ HUD Metro FMR Area",Passaic County,METRO35620MM0875,1736,40,METRO35620MM0875,1768,40,METRO35620MM0875,1623,40,METRO35620MM0875,1674,50,METRO35620MM0875,1691,50,METRO35620MM0875,1557,50,METRO35620MM0875,1440,40,METRO35620MM0875,1371,40,METRO35620MM0875,1402,40,METRO35620MM0875,1450,50,METRO35620MM0875,1515,50,METRO35620MM0875,1494,50,METRO35620MM0875,1379,40,METRO35620MM0875,1249,40,METRO35620MM0875,1256,40,METRO35620MM0875,1163,40,METRO35620MM0875,1098,40,875,1132,50,875,1133,50,875,1090,50,875,1050,50,875,1003,50,875,906,40,875,878,40,875,910,40,875,885,40,875,863,40,875,888,40,875,902,45,875,929,45,875,898,45,875,851,45,875,807,45,875,770,45,875,728,45,875,685,45,875,640,45,875,548,45,875,531,45,METRO35620MM0875,"Bergen-Passaic, NJ HUD Metro FMR Area",34,99999,31,501226,1,510565,489049
3403399999,3403399999,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",Salem County,METRO37980M37980,1298,40,METRO37980M37980,1260,40,METRO37980M37980,1226,40,METRO37980M37980,1200,40,METRO37980M37980,1266,50,METRO37980M37980,1211,50,METRO37980M37980,1210,50,METRO37980M37980,1156,50,METRO37980M37980,1135,50,METRO37980M37980,1119,50,METRO37980M37980,1075,50,METRO37980M37980,1077,50,METRO37980M37980,1095,50,METRO37980M37980,1005,40,METRO37980M37980,932,40,METRO37980M37980,923,40,METRO37980M37980,886,40,6160,914,50,6160,892,50,6160,871,50,6160,839,50,6160,812,50,6160,738,40,6160,722,40,6160,704,40,6160,689,40,6160,678,40,6160,669,40,6160,688,45,9160,646,45,9160,622,45,9160,594,45,9160,565,45,9160,541,45,9160,522,45,9160,505,45,9160,432,45,9160,421,45,9160,403,45,METRO37980M37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",34,99999,33,66083,1,63775,64285
3403599999,3403599999,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",Somerset County,METRO35620MM5015,1851,40,METRO35620MM5015,1753,40,METRO35620MM5015,1770,40,METRO35620MM5015,1746,40,METRO35620MM5015,1627,40,METRO35620MM5015,1654,40,METRO35620MM5015,1578,40,METRO35620MM5015,1495,40,METRO35620MM5015,1458,40,METRO35620MM5015,1420,40,METRO35620MM5015,1324,40,METRO35620MM5015,1449,40,METRO35620MM5015,1409,40,METRO35620MM5015,1349,40,METRO35620MM5015,1340,40,METRO35620MM5015,1257,40,METRO35620MM5015,1187,40,5015,1210,40,5015,1164,40,5015,1120,40,5015,1001,40,5015,956,40,5015,927,40,5015,960,40,5015,929,40,5015,903,40,5015,880,40,5015,931,40,5015,936,45,5015,853,45,5015,825,45,5015,782,45,5015,742,45,5015,708,45,5015,670,45,5015,631,45,5015,590,45,5015,500,45,5015,469,45,METRO35620MM5015,"Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area",34,99999,35,323444,1,333315,297490
3403799999,3403799999,"Newark, NJ HUD Metro FMR Area",Sussex County,METRO35620MM5640,1479,40,METRO35620MM5640,1643,40,METRO35620MM5640,1483,40,METRO35620MM5640,1447,40,METRO35620MM5640,1314,40,METRO35620MM5640,1288,40,METRO35620MM5640,1324,40,METRO35620MM5640,1269,40,METRO35620MM5640,1265,40,METRO35620MM5640,1202,40,METRO35620MM5640,1289,40,METRO35620MM5640,1233,40,METRO35620MM5640,1279,40,METRO35620MM5640,1213,40,METRO35620MM5640,1103,40,METRO35620MM5640,1063,40,METRO35620MM5640,1004,40,5640,1020,50,5640,987,50,5640,949,50,5640,913,50,5640,936,50,5640,846,40,5640,820,40,5640,829,40,5640,806,40,5640,786,40,5640,828,40,5640,840,45,5640,765,45,5640,740,45,5640,701,45,5640,665,45,5640,634,45,5640,563,45,5640,530,45,5640,495,45,5640,450,45,5640,414,45,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",34,99999,37,149265,1,143570,144166
3403999999,3403999999,"Newark, NJ HUD Metro FMR Area",Union County,METRO35620MM5640,1479,40,METRO35620MM5640,1643,40,METRO35620MM5640,1483,40,METRO35620MM5640,1447,40,METRO35620MM5640,1314,40,METRO35620MM5640,1288,40,METRO35620MM5640,1324,40,METRO35620MM5640,1269,40,METRO35620MM5640,1265,40,METRO35620MM5640,1202,40,METRO35620MM5640,1289,40,METRO35620MM5640,1233,40,METRO35620MM5640,1279,40,METRO35620MM5640,1213,40,METRO35620MM5640,1103,40,METRO35620MM5640,1063,40,METRO35620MM5640,1004,40,5640,1020,50,5640,987,50,5640,949,50,5640,913,50,5640,936,50,5640,846,40,5640,820,40,5640,829,40,5640,806,40,5640,786,40,5640,828,40,5640,840,45,5640,765,45,5640,740,45,5640,701,45,5640,665,45,5640,634,45,5640,563,45,5640,530,45,5640,495,45,5640,450,45,5640,410,45,METRO35620MM5640,"Newark, NJ HUD Metro FMR Area",34,99999,39,536499,1,557320,522541
3404199999,3404199999,"Warren County, NJ HUD Metro FMR Area",Warren County,METRO10900MM5640,1365,40,METRO10900MM5640,1278,40,METRO10900MM5640,1171,40,METRO10900MM5640,1297,40,METRO10900MM5640,1228,40,METRO10900MM5640,1118,40,METRO10900MM5640,1223,40,METRO10900MM5640,1124,40,METRO10900MM5640,1171,40,METRO10900MM5640,1078,40,METRO10900MM5640,1111,40,METRO10900MM5640,1039,40,METRO10900MM5640,1042,40,METRO10900MM5640,1034,40,METRO10900MM5640,1007,40,METRO10900MM5640,1050,40,METRO10900MM5640,999,40,5640,1020,50,5640,987,50,5640,949,50,5640,913,50,5640,936,50,5640,846,40,5640,820,40,5640,829,40,5640,806,40,5640,786,40,5640,828,40,5640,840,45,240,540,45,240,521,45,240,497,45,240,472,45,240,450,45,240,430,45,240,411,45,240,385,45,240,380,45,240,356,45,METRO10900MM5640,"Warren County, NJ HUD Metro FMR Area",34,99999,41,108692,1,107090,102437
3500199999,3500199999,"Albuquerque, NM MSA",Bernalillo County,METRO10740M10740,996,40,METRO10740M10740,940,40,METRO10740M10740,877,40,METRO10740M10740,877,40,METRO10740M10740,873,40,METRO10740M10740,878,50,METRO10740M10740,941,50,METRO10740M10740,836,50,METRO10740M10740,802,40,METRO10740M10740,780,40,METRO10740M10740,701,40,METRO10740M10740,811,50,METRO10740M10740,782,50,METRO10740M10740,753,50,METRO10740M10740,760,50,METRO10740M10740,746,50,METRO10740M10740,721,50,200,699,50,200,673,50,200,671,50,200,654,50,200,632,50,200,585,40,200,584,40,200,574,40,200,559,40,200,544,40,200,533,40,200,500,45,200,562,45,200,546,45,200,524,45,200,508,45,200,492,45,200,480,45,200,461,45,200,440,45,200,341,45,200,321,45,METRO10740M10740,"Albuquerque, NM MSA",35,99999,1,662564,4,674855,556678
3500399999,3500399999,"Catron County, NM",Catron County,NCNTY35003N35003,726,40,NCNTY35003N35003,734,40,NCNTY35003N35003,714,40,NCNTY35003N35003,700,40,NCNTY35003N35003,697,40,NCNTY35003N35003,667,40,NCNTY35003N35003,658,40,NCNTY35003N35003,631,40,NCNTY35003N35003,637,40,NCNTY35003N35003,626,40,NCNTY35003N35003,542,40,NCNTY35003N35003,527,40,NCNTY35003N35003,523,40,NCNTY35003N35003,502,40,NCNTY35003N35003,479,40,NCNTY35003N35003,472,40,NCNTY35003N35003,456,40,9999,427,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,336,40,10000,342,45,10000,400,45,10000,393,45,10000,377,45,10000,365,45,10000,354,45,10000,345,45,10000,331,45,10000,316,45,10000,291,45,10000,272,45,NCNTY35003N35003,"Catron County, NM",35,99999,3,3725,4,3545,3543
3500599999,3500599999,"Chaves County, NM",Chaves County,NCNTY35005N35005,814,40,NCNTY35005N35005,904,40,NCNTY35005N35005,812,40,NCNTY35005N35005,827,40,NCNTY35005N35005,740,40,NCNTY35005N35005,763,40,NCNTY35005N35005,676,40,NCNTY35005N35005,631,40,NCNTY35005N35005,645,40,NCNTY35005N35005,780,40,NCNTY35005N35005,542,40,NCNTY35005N35005,540,40,NCNTY35005N35005,536,40,NCNTY35005N35005,514,40,NCNTY35005N35005,490,40,NCNTY35005N35005,482,40,NCNTY35005N35005,466,40,9999,451,40,10000,436,40,10000,436,40,10000,426,40,10000,409,40,10000,406,40,10000,406,40,10000,401,40,10000,393,40,10000,390,40,10000,379,40,10000,386,45,10000,433,45,10000,426,45,10000,409,45,10000,396,45,10000,384,45,10000,374,45,10000,359,45,10000,343,45,10000,291,45,10000,272,45,NCNTY35005N35005,"Chaves County, NM",35,99999,5,65645,4,65455,61382
3500699999,3500699999,"Cibola County, NM",Cibola County,NCNTY35006N35006,726,40,NCNTY35006N35006,747,40,NCNTY35006N35006,714,40,NCNTY35006N35006,700,40,NCNTY35006N35006,697,40,NCNTY35006N35006,667,40,NCNTY35006N35006,658,40,NCNTY35006N35006,631,40,NCNTY35006N35006,637,40,NCNTY35006N35006,626,40,NCNTY35006N35006,542,40,NCNTY35006N35006,527,40,NCNTY35006N35006,523,40,NCNTY35006N35006,502,40,NCNTY35006N35006,479,40,NCNTY35006N35006,472,40,NCNTY35006N35006,456,40,9999,400,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,335,40,10000,299,45,10000,400,45,10000,393,45,10000,377,45,10000,365,45,10000,354,45,10000,345,45,10000,331,45,,,,,,,,,,NCNTY35006N35006,"Cibola County, NM",35,99999,6,27213,4,27050,25595
3500799999,3500799999,"Colfax County, NM",Colfax County,NCNTY35007N35007,726,40,NCNTY35007N35007,772,40,NCNTY35007N35007,742,40,NCNTY35007N35007,772,40,NCNTY35007N35007,697,40,NCNTY35007N35007,667,40,NCNTY35007N35007,658,40,NCNTY35007N35007,645,40,NCNTY35007N35007,678,40,NCNTY35007N35007,626,40,NCNTY35007N35007,568,40,NCNTY35007N35007,560,40,NCNTY35007N35007,556,40,NCNTY35007N35007,534,40,NCNTY35007N35007,509,40,NCNTY35007N35007,502,40,NCNTY35007N35007,485,40,9999,469,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,335,40,10000,309,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,308,45,10000,288,45,NCNTY35007N35007,"Colfax County, NM",35,99999,7,13750,4,12520,14189
3500999999,3500999999,"Curry County, NM",Curry County,NCNTY35009N35009,834,40,NCNTY35009N35009,926,40,NCNTY35009N35009,880,40,NCNTY35009N35009,920,40,NCNTY35009N35009,752,40,NCNTY35009N35009,679,40,NCNTY35009N35009,682,40,NCNTY35009N35009,631,40,NCNTY35009N35009,669,40,NCNTY35009N35009,639,40,NCNTY35009N35009,542,40,NCNTY35009N35009,527,40,NCNTY35009N35009,523,40,NCNTY35009N35009,502,40,NCNTY35009N35009,479,40,NCNTY35009N35009,472,40,NCNTY35009N35009,456,40,9999,441,40,10000,442,40,10000,442,40,10000,433,40,10000,415,40,10000,412,40,10000,412,40,10000,407,40,10000,398,40,10000,395,40,10000,384,40,10000,387,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,280,45,10000,262,45,NCNTY35009N35009,"Curry County, NM",35,99999,9,48376,4,50285,45044
3501199999,3501199999,"De Baca County, NM",De Baca County,NCNTY35011N35011,752,40,NCNTY35011N35011,835,40,NCNTY35011N35011,786,40,NCNTY35011N35011,805,40,NCNTY35011N35011,708,40,NCNTY35011N35011,667,40,NCNTY35011N35011,658,40,NCNTY35011N35011,631,40,NCNTY35011N35011,637,40,NCNTY35011N35011,626,40,NCNTY35011N35011,542,40,NCNTY35011N35011,527,40,NCNTY35011N35011,523,40,NCNTY35011N35011,502,40,NCNTY35011N35011,479,40,NCNTY35011N35011,472,40,NCNTY35011N35011,456,40,9999,439,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,337,40,10000,343,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,280,45,10000,262,45,NCNTY35011N35011,"De Baca County, NM",35,99999,11,2022,4,2015,2240
3501399999,3501399999,"Las Cruces, NM MSA",Dona Ana County,METRO29740M29740,787,40,METRO29740M29740,734,40,METRO29740M29740,742,40,METRO29740M29740,700,40,METRO29740M29740,753,40,METRO29740M29740,695,40,METRO29740M29740,660,40,METRO29740M29740,634,40,METRO29740M29740,736,40,METRO29740M29740,633,40,METRO29740M29740,566,40,METRO29740M29740,580,40,METRO29740M29740,576,40,METRO29740M29740,553,40,METRO29740M29740,527,40,METRO29740M29740,521,40,METRO29740M29740,503,40,4100,487,40,4100,471,40,4100,469,40,4100,457,40,4100,442,40,4100,437,40,4100,436,40,4100,429,40,4100,418,40,4100,407,40,4100,399,40,4100,417,45,4100,446,45,4100,433,45,4100,416,45,4100,403,45,4100,391,45,4100,381,45,4100,366,45,4100,349,45,4100,330,45,4100,272,45,METRO29740M29740,"Las Cruces, NM MSA",35,99999,13,209233,4,213850,174682
3501599999,3501599999,"Eddy County, NM",Eddy County,NCNTY35015N35015,924,40,NCNTY35015N35015,1026,40,NCNTY35015N35015,924,40,NCNTY35015N35015,930,40,NCNTY35015N35015,819,40,NCNTY35015N35015,758,40,NCNTY35015N35015,783,40,NCNTY35015N35015,728,40,NCNTY35015N35015,737,40,NCNTY35015N35015,659,40,NCNTY35015N35015,568,40,NCNTY35015N35015,527,40,NCNTY35015N35015,523,40,NCNTY35015N35015,502,40,NCNTY35015N35015,479,40,NCNTY35015N35015,472,40,NCNTY35015N35015,456,40,9999,424,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,348,40,10000,354,45,10000,478,45,10000,470,45,10000,451,45,10000,437,45,10000,424,45,10000,413,45,10000,396,45,10000,378,45,10000,291,45,10000,272,45,NCNTY35015N35015,"Eddy County, NM",35,99999,15,53829,4,56795,51658
3501799999,3501799999,"Grant County, NM",Grant County,NCNTY35017N35017,726,40,NCNTY35017N35017,806,40,NCNTY35017N35017,745,40,NCNTY35017N35017,761,40,NCNTY35017N35017,697,40,NCNTY35017N35017,667,40,NCNTY35017N35017,658,40,NCNTY35017N35017,631,40,NCNTY35017N35017,637,40,NCNTY35017N35017,626,40,NCNTY35017N35017,542,40,NCNTY35017N35017,557,40,NCNTY35017N35017,552,40,NCNTY35017N35017,529,40,NCNTY35017N35017,504,40,NCNTY35017N35017,497,40,NCNTY35017N35017,480,40,9999,465,40,10000,503,40,10000,503,40,10000,492,40,10000,472,40,10000,468,40,10000,468,40,10000,462,40,10000,452,40,10000,377,40,10000,340,40,10000,353,45,10000,400,45,10000,393,45,10000,377,45,10000,365,45,10000,354,45,10000,345,45,10000,331,45,10000,316,45,10000,291,45,10000,272,45,NCNTY35017N35017,"Grant County, NM",35,99999,17,29514,4,28380,31002
3501999999,3501999999,"Guadalupe County, NM",Guadalupe County,NCNTY35019N35019,726,40,NCNTY35019N35019,734,40,NCNTY35019N35019,714,40,NCNTY35019N35019,700,40,NCNTY35019N35019,697,40,NCNTY35019N35019,667,40,NCNTY35019N35019,658,40,NCNTY35019N35019,631,40,NCNTY35019N35019,637,40,NCNTY35019N35019,626,40,NCNTY35019N35019,542,40,NCNTY35019N35019,623,40,NCNTY35019N35019,619,40,NCNTY35019N35019,593,40,NCNTY35019N35019,566,40,NCNTY35019N35019,556,40,NCNTY35019N35019,537,40,9999,520,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,352,40,10000,358,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,280,45,10000,262,45,NCNTY35019N35019,"Guadalupe County, NM",35,99999,19,4687,4,4425,4680
3502199999,3502199999,"Harding County, NM",Harding County,NCNTY35021N35021,726,40,NCNTY35021N35021,734,40,NCNTY35021N35021,714,40,NCNTY35021N35021,700,40,NCNTY35021N35021,697,40,NCNTY35021N35021,667,40,NCNTY35021N35021,658,40,NCNTY35021N35021,631,40,NCNTY35021N35021,637,40,NCNTY35021N35021,626,40,NCNTY35021N35021,542,40,NCNTY35021N35021,527,40,NCNTY35021N35021,523,40,NCNTY35021N35021,502,40,NCNTY35021N35021,479,40,NCNTY35021N35021,472,40,NCNTY35021N35021,456,40,9999,439,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,335,40,10000,284,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,280,45,10000,262,45,NCNTY35021N35021,"Harding County, NM",35,99999,21,695,4,545,810
3502399999,3502399999,"Hidalgo County, NM",Hidalgo County,NCNTY35023N35023,726,40,NCNTY35023N35023,734,40,NCNTY35023N35023,714,40,NCNTY35023N35023,700,40,NCNTY35023N35023,697,40,NCNTY35023N35023,667,40,NCNTY35023N35023,658,40,NCNTY35023N35023,631,40,NCNTY35023N35023,637,40,NCNTY35023N35023,626,40,NCNTY35023N35023,542,40,NCNTY35023N35023,527,40,NCNTY35023N35023,523,40,NCNTY35023N35023,502,40,NCNTY35023N35023,479,40,NCNTY35023N35023,472,40,NCNTY35023N35023,456,40,9999,427,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,336,40,10000,342,45,10000,400,45,10000,393,45,10000,377,45,10000,365,45,10000,354,45,10000,345,45,10000,331,45,10000,316,45,10000,291,45,10000,272,45,NCNTY35023N35023,"Hidalgo County, NM",35,99999,23,4894,4,4445,5932
3502599999,3502599999,"Lea County, NM",Lea County,NCNTY35025N35025,930,40,NCNTY35025N35025,1026,40,NCNTY35025N35025,951,40,NCNTY35025N35025,942,40,NCNTY35025N35025,805,40,NCNTY35025N35025,877,40,NCNTY35025N35025,739,40,NCNTY35025N35025,715,40,NCNTY35025N35025,791,40,NCNTY35025N35025,661,40,NCNTY35025N35025,570,40,NCNTY35025N35025,527,40,NCNTY35025N35025,523,40,NCNTY35025N35025,502,40,NCNTY35025N35025,479,40,NCNTY35025N35025,472,40,NCNTY35025N35025,456,40,9999,413,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,335,40,10000,342,45,10000,478,45,10000,470,45,10000,451,45,10000,437,45,10000,424,45,10000,413,45,10000,396,45,10000,378,45,10000,291,45,10000,272,45,NCNTY35025N35025,"Lea County, NM",35,99999,25,64727,4,69505,55511
3502799999,3502799999,"Lincoln County, NM",Lincoln County,NCNTY35027N35027,779,40,NCNTY35027N35027,865,40,NCNTY35027N35027,869,40,NCNTY35027N35027,939,40,NCNTY35027N35027,879,40,NCNTY35027N35027,817,40,NCNTY35027N35027,875,40,NCNTY35027N35027,820,40,NCNTY35027N35027,889,40,NCNTY35027N35027,872,40,NCNTY35027N35027,644,40,NCNTY35027N35027,632,40,NCNTY35027N35027,627,40,NCNTY35027N35027,601,40,NCNTY35027N35027,573,40,NCNTY35027N35027,562,40,NCNTY35027N35027,543,40,9999,526,40,10000,446,40,10000,446,40,10000,436,40,10000,418,40,10000,415,40,10000,415,40,10000,410,40,10000,401,40,10000,398,40,10000,387,40,10000,394,45,10000,433,45,10000,426,45,10000,409,45,10000,396,45,10000,384,45,10000,374,45,10000,359,45,10000,343,45,10000,291,45,10000,272,45,NCNTY35027N35027,"Lincoln County, NM",35,99999,27,20497,4,19495,19411
3502899999,3502899999,"Los Alamos County, NM",Los Alamos County,NCNTY35028N35028,1068,40,NCNTY35028N35028,1182,40,NCNTY35028N35028,1107,40,NCNTY35028N35028,1123,40,NCNTY35028N35028,1023,40,NCNTY35028N35028,928,40,NCNTY35028N35028,1041,40,NCNTY35028N35028,1006,40,NCNTY35028N35028,1092,40,NCNTY35028N35028,1066,40,NCNTY35028N35028,944,40,NCNTY35028N35028,1003,40,NCNTY35028N35028,996,40,NCNTY35028N35028,955,40,NCNTY35028N35028,911,40,NCNTY35028N35028,898,40,NCNTY35028N35028,868,40,7490,818,40,7490,798,40,7490,795,40,7490,775,40,7490,749,40,7490,741,40,7490,740,40,7490,727,40,7490,709,40,7490,690,40,7490,676,40,7490,665,45,7490,657,45,7490,638,45,7490,612,45,7490,593,45,7490,575,45,7490,560,45,7490,537,45,7490,512,45,7490,308,45,10000,288,45,NCNTY35028N35028,"Los Alamos County, NM",35,99999,28,17950,4,18030,18343
3502999999,3502999999,"Luna County, NM",Luna County,NCNTY35029N35029,726,40,NCNTY35029N35029,734,40,NCNTY35029N35029,714,40,NCNTY35029N35029,700,40,NCNTY35029N35029,697,40,NCNTY35029N35029,667,40,NCNTY35029N35029,658,40,NCNTY35029N35029,631,40,NCNTY35029N35029,637,40,NCNTY35029N35029,626,40,NCNTY35029N35029,542,40,NCNTY35029N35029,527,40,NCNTY35029N35029,523,40,NCNTY35029N35029,502,40,NCNTY35029N35029,479,40,NCNTY35029N35029,472,40,NCNTY35029N35029,456,40,9999,382,40,10000,451,40,10000,451,40,10000,441,40,10000,423,40,10000,420,40,10000,420,40,10000,414,40,10000,405,40,10000,377,40,10000,336,40,10000,342,45,10000,400,45,10000,393,45,10000,377,45,10000,365,45,10000,354,45,10000,345,45,10000,331,45,10000,316,45,10000,308,45,10000,288,45,NCNTY35029N35029,"Luna County, NM",35,99999,29,25095,4,24320,25016
3503199999,3503199999,"McKinley County, NM",McKinley County,NCNTY35031N35031,726,40,NCNTY35031N35031,742,40,NCNTY35031N35031,714,40,NCNTY35031N35031,755,40,NCNTY35031N35031,697,40,NCNTY35031N35031,667,40,NCNTY35031N35031,658,40,NCNTY35031N35031,749,40,NCNTY35031N35031,637,40,NCNTY35031N35031,626,40,NCNTY35031N35031,542,40,NCNTY35031N35031,643,40,NCNTY35031N35031,638,40,NCNTY35031N35031,612,40,NCNTY35031N35031,583,40,NCNTY35031N35031,575,40,NCNTY35031N35031,556,40,9999,538,40,10000,465,40,10000,465,40,10000,455,40,10000,436,40,10000,433,40,10000,433,40,10000,427,40,10000,418,40,10000,414,40,10000,402,40,10000,409,45,10000,553,45,10000,544,45,10000,522,45,10000,506,45,10000,490,45,10000,478,45,10000,459,45,10000,438,45,10000,308,45,10000,288,45,NCNTY35031N35031,"McKinley County, NM",35,99999,31,71492,4,72850,74798
3503399999,3503399999,"Mora County, NM",Mora County,NCNTY35033N35033,752,40,NCNTY35033N35033,835,40,NCNTY35033N35033,786,40,NCNTY35033N35033,805,40,NCNTY35033N35033,708,40,NCNTY35033N35033,709,40,NCNTY35033N35033,658,40,NCNTY35033N35033,631,40,NCNTY35033N35033,669,40,NCNTY35033N35033,626,40,NCNTY35033N35033,542,40,NCNTY35033N35033,623,40,NCNTY35033N35033,619,40,NCNTY35033N35033,593,40,NCNTY35033N35033,566,40,NCNTY35033N35033,556,40,NCNTY35033N35033,537,40,9999,520,40,10000,422,40,10000,422,40,10000,413,40,10000,396,40,10000,393,40,10000,393,40,10000,388,40,10000,380,40,10000,377,40,10000,335,40,10000,334,45,10000,412,45,10000,405,45,10000,389,45,10000,377,45,10000,365,45,10000,356,45,10000,342,45,10000,326,45,10000,308,45,10000,288,45,NCNTY35033N35033,"Mora County, NM",35,99999,33,4881,4,4605,5180
